"customerkey","geographykey","customeralternatekey","firstname","middlename","lastname","birthdate","gender","emailaddress","addressline1","datefirstpurchase","commutedistance","stateprovincecode","stateprovincename","countryregioncode","englishcountryregionname","postalcode","salesterritorykey","ipaddresslocator"
19694,614,"AW00019694","Stephanie",NULL,"Perez","1968-03-13","F","stephanie57@adventure-works.com","6888 Relief Valley Ct.","2022-07-27","5-10 Miles","WA","Washington","US","United States","98020",1,"203.0.113.107"
19695,546,"AW00019695","Angel","D","Gonzalez","1973-12-14","M","angel31@adventure-works.com","4930 Virginia Hills Drive","2022-02-07","1-2 Miles","OR","Oregon","US","United States","97045",1,"203.0.113.39"
19696,316,"AW00019696","Adam","M","Patterson","1967-08-09","M","adam8@adventure-works.com","2235 Craig Drive","2022-06-02","5-10 Miles","CA","California","US","United States","92020",4,"192.0.2.63"
19697,326,"AW00019697","Isabella","C","Wood","1967-11-25","F","isabella13@adventure-works.com","7941 Cristobal","2022-06-26","5-10 Miles","CA","California","US","United States","91941",4,"192.0.2.73"
19698,359,"AW00019698","Stephanie","J","Barnes","1967-10-30","F","stephanie30@adventure-works.com","4151 Olivera","2022-06-18","0-1 Miles","CA","California","US","United States","92102",4,"192.0.2.106"
19699,641,"AW00019699","Stephanie",NULL,"James","1972-05-08","F","stephanie23@adventure-works.com","2696 Santa Rita Dr.","2022-10-13","1-2 Miles","WA","Washington","US","United States","99202",1,"203.0.113.134"
19700,302,"AW00019700","Gabriel",NULL,"Hall","1972-07-09","M","gabriel52@adventure-works.com","4173 Rockledge Lane","2022-08-30","5-10 Miles","CA","California","US","United States","94010",4,"192.0.2.49"
19701,635,"AW00019701","Arianna",NULL,"Wood","1960-12-18","F","arianna2@adventure-works.com","7632 Greenhills Circle","2022-03-22","1-2 Miles","WA","Washington","US","United States","98055",1,"203.0.113.128"
19702,361,"AW00019702","Edward",NULL,"Diaz","1961-03-31","M","edward70@adventure-works.com","9369 Alovera Road","2022-05-21","5-10 Miles","CA","California","US","United States","91776",4,"192.0.2.108"
19703,300,"AW00019703","Katelyn","E","Baker","1961-03-31","F","katelyn40@adventure-works.com","9714 Stroer Lane","2022-02-18","5-10 Miles","CA","California","US","United States","90210",4,"192.0.2.47"
19704,51,"AW00019704","Nathan","F","Collins","1960-12-23","M","nathan32@adventure-works.com","2708 Saclan Terr.","2022-07-26","1-2 Miles","BC","British Columbia","CA","Canada","V9",6,"198.51.100.52"
19705,66,"AW00019705","Anna",NULL,"Hughes","1960-08-29","F","anna36@adventure-works.com","7902 Crescent Avenue","2022-11-05","5-10 Miles","BC","British Columbia","CA","Canada","V0",6,"198.51.100.67"
19706,631,"AW00019706","Benjamin","M","Diaz","1961-04-10","M","benjamin23@adventure-works.com","3280 Oil Road","2022-06-26","5-10 Miles","WA","Washington","US","United States","98501",1,"203.0.113.124"
19707,369,"AW00019707","Cole","C","Cooper","1965-07-19","M","cole10@adventure-works.com","8458 Wiget Lane","2022-06-02","5-10 Miles","CA","California","US","United States","90401",4,"192.0.2.116"
19708,310,"AW00019708","April",NULL,"Luo","1941-03-08","F","april5@adventure-works.com","4575 Shannondale Drive","2022-06-10","1-2 Miles","CA","California","US","United States","94014",4,"192.0.2.57"
19709,71,"AW00019709","Christian","V","Martin","1941-11-17","M","christian50@adventure-works.com","2606 Lacanda","2022-06-30","5-10 Miles","BC","British Columbia","CA","Canada","V3L 1H4",6,"198.51.100.72"
19710,60,"AW00019710","Arianna","S","Gonzales","1966-04-06","F","arianna15@adventure-works.com","7886 Ruth Drive","2022-11-19","5-10 Miles","BC","British Columbia","CA","Canada","V6B 3P7",6,"198.51.100.61"
19711,545,"AW00019711","Devin",NULL,"Cooper","1966-05-25","M","devin76@adventure-works.com","4831 Via Del Sol","2023-01-09","1-2 Miles","OR","Oregon","US","United States","97222",1,"203.0.113.38"
19712,633,"AW00019712","Eric","W","Phillips","1966-05-23","M","eric48@adventure-works.com","3610 Barberry Court","2022-06-19","5-10 Miles","WA","Washington","US","United States","98371",1,"203.0.113.126"
19713,634,"AW00019713","Morgan","D","Stewart","1971-08-05","F","morgan46@adventure-works.com","7882 Las Lomas Way","2022-02-01","1-2 Miles","WA","Washington","US","United States","98052",1,"203.0.113.127"
19714,315,"AW00019714","Angela","D","Price","1971-03-24","F","angela2@adventure-works.com","5318 Black Pine Lane","2022-07-14","5-10 Miles","CA","California","US","United States","90241",4,"192.0.2.62"
19715,329,"AW00019715","Elijah",NULL,"Parker","1965-12-05","M","elijah28@adventure-works.com","2171 H Stagecoach Rd","2022-07-13","2-5 Miles","CA","California","US","United States","91932",4,"192.0.2.76"
19800,339,"AW00019800","Lauren","E","White","1978-09-10","F","lauren31@adventure-works.com","6904 Sunset Way","2022-06-21","2-5 Miles","CA","California","US","United States","94941",4,"192.0.2.86"
19716,361,"AW00019716","Logan",NULL,"Martin","1965-04-22","M","logan66@adventure-works.com","6114 Hobby Court","2022-03-29","5-10 Miles","CA","California","US","United States","91776",4,"192.0.2.108"
19717,553,"AW00019717","Edward","A","Hill","1965-08-02","M","edward5@adventure-works.com","1204 Weber Blvd.","2022-03-15","5-10 Miles","OR","Oregon","US","United States","97071",1,"203.0.113.46"
19718,545,"AW00019718","Taylor",NULL,"Butler","1959-11-10","F","taylor39@adventure-works.com","249 Alexander Pl.","2022-07-14","1-2 Miles","OR","Oregon","US","United States","97222",1,"203.0.113.38"
19719,347,"AW00019719","Hunter","H","Baker","1964-02-16","M","hunter42@adventure-works.com","9203 Birch Bark Dr.","2022-07-03","5-10 Miles","CA","California","US","United States","94947",4,"192.0.2.94"
19720,536,"AW00019720","Kaitlyn","W","Phillips","1959-03-21","F","kaitlyn4@adventure-works.com","9151 Mount Dr.","2022-08-07","5-10 Miles","OR","Oregon","US","United States","97005",1,"203.0.113.29"
19721,616,"AW00019721","Noah",NULL,"Allen","1958-10-10","M","noah71@adventure-works.com","912 Fremont St.","2022-07-15","5-10 Miles","WA","Washington","US","United States","98201",1,"203.0.113.109"
19722,334,"AW00019722","Dalton","P","Bailey","1964-09-09","M","dalton87@adventure-works.com","6507 Fieldcrest Dr.","2022-07-30","1-2 Miles","CA","California","US","United States","90712",4,"192.0.2.81"
19723,310,"AW00019723","Olivia",NULL,"Russell","1964-08-05","F","olivia65@adventure-works.com","2809 Via Montana","2022-07-17","5-10 Miles","CA","California","US","United States","94014",4,"192.0.2.57"
19724,542,"AW00019724","Bryce",NULL,"Morris","1964-03-08","M","bryce17@adventure-works.com","2839 Redhead Way","2022-02-28","5-10 Miles","OR","Oregon","US","United States","97034",1,"203.0.113.35"
19725,352,"AW00019725","Alexandria","A","Ramirez","1958-04-03","F","alexandria30@adventure-works.com","2918 Pleasant Circle","2022-03-20","5-10 Miles","CA","California","US","United States","94303",4,"192.0.2.99"
19726,49,"AW00019726","Javier","E","Rubio","1942-10-01","M","javier14@adventure-works.com","791 Monte Cresta","2022-02-14","10+ Miles","BC","British Columbia","CA","Canada","V8Y 1L1",6,"198.51.100.50"
19727,612,"AW00019727","Natasha","J","Vazquez","1953-09-21","F","natasha14@adventure-works.com","9736 Colorado Dr.","2022-02-03","1-2 Miles","WA","Washington","US","United States","98168",1,"203.0.113.105"
19728,627,"AW00019728","Wyatt",NULL,"Edwards","1944-04-09","M","wyatt47@adventure-works.com","4609 Rosebrook Ct.","2022-02-28","1-2 Miles","WA","Washington","US","United States","98270",1,"203.0.113.120"
19729,60,"AW00019729","Nicole",NULL,"Patterson","1943-10-30","F","nicole59@adventure-works.com","9431 Sun View Terrace","2022-06-15","10+ Miles","BC","British Columbia","CA","Canada","V6B 3P7",6,"198.51.100.61"
19730,300,"AW00019730","Ricardo","M","Black","1944-02-18","M","ricardo19@adventure-works.com","9334 Carpetta Circle","2022-07-09","1-2 Miles","CA","California","US","United States","90210",4,"192.0.2.47"
19731,339,"AW00019731","Jonathan",NULL,"Allen","1943-12-19","M","jonathan53@adventure-works.com","4421 Holiday Hill Dr.","2022-12-04","5-10 Miles","CA","California","US","United States","94941",4,"192.0.2.86"
19732,298,"AW00019732","Kyle",NULL,"Hill","1950-05-14","M","kyle41@adventure-works.com","7068 Rock Island Drive","2022-05-02","10+ Miles","CA","California","US","United States","90706",4,"192.0.2.45"
19733,623,"AW00019733","Caitlin","C","Watson","1945-04-19","F","caitlin0@adventure-works.com","8582 Los Gatos Court","2022-02-04","1-2 Miles","WA","Washington","US","United States","98033",1,"203.0.113.116"
19734,359,"AW00019734","Natalie",NULL,"Weisman","1944-12-08","F","natalie80@adventure-works.com","3924 Cactus Court","2022-10-27","1-2 Miles","CA","California","US","United States","92102",4,"192.0.2.106"
19735,331,"AW00019735","Mackenzie","M","Reed","1945-04-12","F","mackenzie19@adventure-works.com","7111 Atchinson Stage Ct","2022-07-13","1-2 Miles","CA","California","US","United States","92806",4,"192.0.2.78"
19736,360,"AW00019736","Rachel",NULL,"Kelly","1945-08-27","F","rachel45@adventure-works.com","9149 San Simeon Drive","2022-07-15","1-2 Miles","CA","California","US","United States","94109",4,"192.0.2.107"
19737,612,"AW00019737","Erin","J","Ramirez","1951-08-16","F","erin11@adventure-works.com","3518 Benita Way","2022-07-25","10+ Miles","WA","Washington","US","United States","98168",1,"203.0.113.105"
19738,609,"AW00019738","Henry",NULL,"Martinez","1946-01-22","M","henry19@adventure-works.com","8993 Escobar","2022-07-31","1-2 Miles","WA","Washington","US","United States","98225",1,"203.0.113.102"
19739,307,"AW00019739","Lucas","A","Perry","1945-08-01","M","lucas57@adventure-works.com","3918 Catalpa Court","2022-08-23","10+ Miles","CA","California","US","United States","91910",4,"192.0.2.54"
19740,611,"AW00019740","Connie","R","Liang","1946-05-21","F","connie2@adventure-works.com","7914 H St.","2022-08-08","10+ Miles","WA","Washington","US","United States","98312",1,"203.0.113.104"
19741,616,"AW00019741","María","R","Rivera","1946-05-21","F","maría10@adventure-works.com","7914 H St.","2022-10-16","5-10 Miles","WA","Washington","US","United States","98201",1,"203.0.113.109"
19742,609,"AW00019742","Alexia",NULL,"Russell","1946-12-09","F","alexia16@adventure-works.com","9810 Dumbarton Drive","2022-10-21","10+ Miles","WA","Washington","US","United States","98225",1,"203.0.113.102"
19743,609,"AW00019743","Holly",NULL,"Rana","1947-02-07","F","holly10@adventure-works.com","2080 Sycamore Drive","2022-04-10","10+ Miles","WA","Washington","US","United States","98225",1,"203.0.113.102"
19744,310,"AW00019744","Tamara",NULL,"Cai","1947-01-31","F","tamara10@adventure-works.com","7600 Tupelp Drive","2022-04-29","10+ Miles","CA","California","US","United States","94014",4,"192.0.2.57"
19745,343,"AW00019745","Kayla","D","Simmons","1952-09-14","F","kayla39@adventure-works.com","9606 Premier Pl.","2022-04-03","10+ Miles","CA","California","US","United States","91950",4,"192.0.2.90"
19746,50,"AW00019746","Stephanie","A","Sanders","1952-08-17","F","stephanie27@adventure-works.com","8423 Roundtree Court","2022-11-10","10+ Miles","BC","British Columbia","CA","Canada","V2W 1W2",6,"198.51.100.51"
19747,311,"AW00019747","Louis",NULL,"Rai","1948-06-17","M","louis33@adventure-works.com","2505 N Francisco Way","2022-02-28","10+ Miles","CA","California","US","United States","94519",4,"192.0.2.58"
19748,10,"AW00019748","Cory",NULL,"Prasad","1951-12-19","M","cory7@adventure-works.com","4228 Pacheco St.","2022-09-10","1-2 Miles","NSW","New South Wales","AU","Australia","2300",9,"198.51.100.11"
19749,359,"AW00019749","Natalie","A","Jackson","1984-03-15","F","natalie79@adventure-works.com","2429 Brown Street","2022-08-17","0-1 Miles","CA","California","US","United States","92102",4,"192.0.2.106"
19750,52,"AW00019750","Miguel",NULL,"Flores","1982-12-03","M","miguel58@adventure-works.com","3505 Bisca Y Court","2022-09-08","5-10 Miles","BC","British Columbia","CA","Canada","V3A 4R2",6,"198.51.100.53"
19751,53,"AW00019751","Kaylee","E","Hall","1983-01-03","F","kaylee45@adventure-works.com","8062 Oakgrove","2022-05-17","1-2 Miles","BC","British Columbia","CA","Canada","V9",6,"198.51.100.54"
19752,12,"AW00019752","Ebony",NULL,"Madan","1959-09-23","F","ebony7@adventure-works.com","7773 Hillcrest","2023-01-21","5-10 Miles","NSW","New South Wales","AU","Australia","2055",9,"198.51.100.13"
19753,12,"AW00019753","Lisa","A","Gao","1953-11-18","F","lisa18@adventure-works.com","3326 Icicle Ct.","2022-10-10","1-2 Miles","NSW","New South Wales","AU","Australia","2055",9,"198.51.100.13"
19754,612,"AW00019754","Francisco",NULL,"Rana","1983-01-19","M","francisco12@adventure-works.com","2903 Marsh Dr.","2022-10-21","1-2 Miles","WA","Washington","US","United States","98168",1,"203.0.113.105"
19755,641,"AW00019755","Lauren","M","Foster","1982-12-22","F","lauren62@adventure-works.com","2598 La Vista Circle","2022-10-26","5-10 Miles","WA","Washington","US","United States","99202",1,"203.0.113.134"
19756,307,"AW00019756","Nicolas","J","Yuan","1983-01-31","M","nicolas4@adventure-works.com","3168 Limewood Pl.","2022-08-14","5-10 Miles","CA","California","US","United States","91910",4,"192.0.2.54"
19757,66,"AW00019757","Allison","A","Allen","1981-11-06","F","allison45@adventure-works.com","8707 Goen Road","2022-06-08","1-2 Miles","BC","British Columbia","CA","Canada","V0",6,"198.51.100.67"
19758,385,"AW00019758","Alex",NULL,"Wright","1982-06-24","M","alex50@adventure-works.com","2923 Stanford Street","2022-03-06","1-2 Miles","CA","California","US","United States","91364",4,"192.0.2.132"
19759,355,"AW00019759","Sydney",NULL,"Barnes","1981-10-04","F","sydney25@adventure-works.com","8629 English Court","2022-05-29","5-10 Miles","CA","California","US","United States","94063",4,"192.0.2.102"
19760,326,"AW00019760","Sydney",NULL,"Russell","1981-10-30","F","sydney42@adventure-works.com","3076 Mount Dr","2022-05-26","1-2 Miles","CA","California","US","United States","91941",4,"192.0.2.73"
19761,30,"AW00019761","Alan",NULL,"Lu","1955-12-09","M","alan14@adventure-works.com","9246 Martin St","2022-12-12","1-2 Miles","SA","South Australia","AU","Australia","6006",9,"198.51.100.31"
19762,35,"AW00019762","Warren","A","Ma","1961-06-20","M","warren30@adventure-works.com","3910 Fawn Glen Circle","2022-07-20","5-10 Miles","VIC","Victoria","AU","Australia","3000",9,"198.51.100.36"
19763,29,"AW00019763","Roger","F","Lu","1961-10-05","M","roger16@adventure-works.com","1294 Golden Rain Road","2020-08-30","1-2 Miles","SA","South Australia","AU","Australia","5023",9,"198.51.100.30"
19764,37,"AW00019764","Wayne",NULL,"Pal","1956-10-15","M","wayne14@adventure-works.com","5652 Driving Dr.","2022-03-14","1-2 Miles","VIC","Victoria","AU","Australia","3198",9,"198.51.100.38"
19765,28,"AW00019765","Ruben","I","Patel","1957-03-15","M","ruben3@adventure-works.com","5045 Vancouver Way","2020-09-17","1-2 Miles","SA","South Australia","AU","Australia","6105",9,"198.51.100.29"
19766,7,"AW00019766","Edwin",NULL,"Lin","1957-01-29","M","edwin8@adventure-works.com","8225 Hidden Oak Ct","2020-09-05","5-10 Miles","NSW","New South Wales","AU","Australia","2036",9,"198.51.100.8"
19767,299,"AW00019767","Ross",NULL,"Serrano","1985-08-13","M","ross34@adventure-works.com","8299 Fernwood Drive","2022-10-07","5-10 Miles","CA","California","US","United States","94704",4,"192.0.2.46"
19768,310,"AW00019768","Christopher","C","Jackson","1986-04-15","M","christopher12@adventure-works.com","5378 Kentucky Drive","2022-04-21","1-2 Miles","CA","California","US","United States","94014",4,"192.0.2.57"
19769,337,"AW00019769","Andrea",NULL,"Peterson","1986-01-24","F","andrea5@adventure-works.com","2551 Damascus Loop","2022-10-15","5-10 Miles","CA","California","US","United States","90802",4,"192.0.2.84"
19770,14,"AW00019770","Rosa","L","Liang","1963-02-19","F","rosa16@adventure-works.com","9174 Jill Ave","2020-09-18","5-10 Miles","NSW","New South Wales","AU","Australia","2138",9,"198.51.100.15"
19771,23,"AW00019771","Tasha","A","Jai","1958-01-08","F","tasha12@adventure-works.com","4573 Beauty Street","2020-09-09","1-2 Miles","QLD","Queensland","AU","Australia","4217",9,"198.51.100.24"
19801,54,"AW00019801","John",NULL,"Lee","1985-10-04","M","john56@adventure-works.com","2767 Seaview Dr.","2022-06-24","5-10 Miles","BC","British Columbia","CA","Canada","V7L 4J4",6,"198.51.100.55"
19772,38,"AW00019772","Hector","E","Vazquez","1965-05-06","M","hector12@adventure-works.com","4376 Golf Club Road","2020-09-23","1-2 Miles","VIC","Victoria","AU","Australia","3205",9,"198.51.100.39"
19773,23,"AW00019773","Ricky",NULL,"Gutierrez","1959-09-08","M","ricky11@adventure-works.com","8403 Roskelley Drive","2020-09-14","5-10 Miles","QLD","Queensland","AU","Australia","4217",9,"198.51.100.24"
19774,631,"AW00019774","Brianna","M","Davis","1981-05-06","F","brianna4@adventure-works.com","3186 Concord Ct.","2022-03-03","5-10 Miles","WA","Washington","US","United States","98501",1,"203.0.113.124"
19775,307,"AW00019775","Alisha",NULL,"Cai","1980-10-23","F","alisha22@adventure-works.com","5458 Encino Drive","2022-04-05","1-2 Miles","CA","California","US","United States","91910",4,"192.0.2.54"
19776,314,"AW00019776","Judith",NULL,"Murphy","1980-11-18","F","judith6@adventure-works.com","9266 Trees Drive","2022-06-06","5-10 Miles","CA","California","US","United States","94015",4,"192.0.2.61"
19777,338,"AW00019777","Jonathan","C","Thomas","1986-05-15","M","jonathan64@adventure-works.com","5549 Bluejay Dr.","2022-07-28","1-2 Miles","CA","California","US","United States","90012",4,"192.0.2.85"
19778,343,"AW00019778","Isabella",NULL,"Jones","1981-02-12","F","isabella60@adventure-works.com","623 Chestnut Ave","2022-02-20","5-10 Miles","CA","California","US","United States","91950",4,"192.0.2.90"
19779,542,"AW00019779","Emily",NULL,"Foster","1978-07-10","F","emily41@adventure-works.com","3230 Hamilton Ave","2022-06-30","5-10 Miles","OR","Oregon","US","United States","97034",1,"203.0.113.35"
19780,338,"AW00019780","Brianna","J","White","1979-06-10","F","brianna11@adventure-works.com","1985 Hickory Drive","2022-08-28","0-1 Miles","CA","California","US","United States","90012",4,"192.0.2.85"
19781,52,"AW00019781","Alexis",NULL,"Washington","1981-09-30","F","alexis36@adventure-works.com","2267 Rampo Ct.","2022-01-31","1-2 Miles","BC","British Columbia","CA","Canada","V3A 4R2",6,"198.51.100.53"
